GenePair	ka	ks	kaks	ssite	nsite	scount	ncount	Human	Other	species	GeneType	similarity
ENSG00000198270-ENSMMUG00000043209	0.0162939	0.0477265	0.341402	327.753	683.247	15.0	11.0	ENSG00000198270	ENSMMUG00000043209	monkey	Other genes	0.8956043956043956
ENSG00000198276-ENSMMUG00000015551	0.062702	0.379909	0.165045	275.861	1344.14	80.17	80.83	ENSG00000198276	ENSMMUG00000015551	monkey	Other genes	0.846551724137931
ENSG00000198283-ENSMMUG00000011712	0.0156148	0.0446168	0.349975	278.846	648.154	12.0	10.0	ENSG00000198283	ENSMMUG00000011712	monkey	Other genes	0.964516129032258
ENSG00000198286-ENSMMUG00000021650	0.00106776	0.150551	0.00709234	650.109	2811.89	86.0	3.0	ENSG00000198286	ENSMMUG00000021650	monkey	Other genes	0.9974003466204506
ENSG00000198298-ENSMMUG00000061713	0.0142521	0.0525664	0.271126	313.318	1009.68	15.7514	14.2486	ENSG00000198298	ENSMMUG00000061713	monkey	Other genes	0.9682539682539683
ENSG00000198301-ENSMMUG00000017503	0.00702401	0.0464571	0.151194	599.05	1461.95	26.7828	10.2172	ENSG00000198301	ENSMMUG00000017503	monkey	Other genes	0.9840116279069767
ENSG00000198315-ENSMMUG00000003332	0.0108156	0.0354097	0.305442	522.004	1212.0	18.0	13.0	ENSG00000198315	ENSMMUG00000003332	monkey	Other genes	0.9775086505190311
ENSG00000198331-ENSMMUG00000048333	0.0130752	0.0333578	0.391968	278.023	618.977	9.0	8.0	ENSG00000198331	ENSMMUG00000048333	monkey	Other genes	0.7972602739726027
ENSG00000198336-ENSMMUG00000018600	0.0048038	0.0839515	0.0572212	167.328	417.672	13.0	2.0	ENSG00000198336	ENSMMUG00000018600	monkey	Other genes	0.9796954314720813
ENSG00000198353-ENSMMUG00000055610	0.0	0.016769	-0.0	181.19	610.81	3.0	0.0	ENSG00000198353	ENSMMUG00000055610	monkey	Other genes	1.0
ENSG00000198355-ENSMMUG00000058033	0.0407428	0.362626	0.112355	145.984	829.016	39.1284	32.8716	ENSG00000198355	ENSMMUG00000058033	monkey	Other genes	0.5278745644599303
ENSG00000198356-ENSMMUG00000006275	0.0328503	0.25919	0.126742	168.687	875.313	35.8851	28.1149	ENSG00000198356	ENSMMUG00000006275	monkey	Other genes	0.8324873096446701
ENSG00000198363-ENSMMUG00000008777	0.0424924	0.106635	0.398484	580.627	1687.37	57.3476	69.6524	ENSG00000198363	ENSMMUG00000008777	monkey	Other genes	0.9300791556728232
ENSG00000198369-ENSMMUG00000044784	0.0132867	0.0797275	0.166651	266.782	987.218	20.0	13.0	ENSG00000198369	ENSMMUG00000044784	monkey	Other genes	0.9832935560859188
ENSG00000198373-ENSMMUG00000003339	0.00603827	0.0990066	0.0609886	614.375	1995.62	56.0	12.0	ENSG00000198373	ENSMMUG00000003339	monkey	Other genes	0.9862068965517241
ENSG00000198380-ENSMMUG00000013797	0.00275948	0.0533365	0.0517373	590.252	1452.75	30.0	4.0	ENSG00000198380	ENSMMUG00000013797	monkey	Other genes	0.828641370869033
ENSG00000198382-ENSMMUG00000000187	0.0147246	0.0590531	0.249344	635.339	1461.66	35.7134	21.2866	ENSG00000198382	ENSMMUG00000000187	monkey	Other genes	0.9699570815450643
ENSG00000198393-ENSMMUG00000013868	0.0156614	0.121142	0.129282	370.117	1228.88	40.9645	19.0355	ENSG00000198393	ENSMMUG00000013868	monkey	Other genes	0.9487179487179487
ENSG00000198398-ENSMMUG00000052741	0.0307581	0.0902377	0.340856	127.938	307.062	10.7465	9.25346	ENSG00000198398	ENSMMUG00000052741	monkey	Other genes	0.9383561643835616
ENSG00000198399-ENSMMUG00000009408	0.00941451	0.0486669	0.193448	1375.83	3715.17	64.2529	34.7471	ENSG00000198399	ENSMMUG00000009408	monkey	Other genes	0.9794480328831474
ENSG00000198400-ENSMMUG00000012424	0.00486214	0.124509	0.0390506	512.612	1857.39	57.0	9.0	ENSG00000198400	ENSMMUG00000012424	monkey	Other genes	0.9501216545012166
ENSG00000198408-ENSMMUG00000015775	0.00048764	0.0732051	0.00666128	696.641	2051.36	48.0	1.0	ENSG00000198408	ENSMMUG00000015775	monkey	Other genes	0.8265582655826558
ENSG00000198417-ENSMMUG00000058260	0.0686223	0.244473	0.280695	30.2051	152.795	6.0	10.0	ENSG00000198417	ENSMMUG00000058260	monkey	Other genes	0.8524590163934426
ENSG00000198420-ENSMMUG00000005136	0.00471708	0.0454851	0.103706	848.266	1914.73	37.0	9.0	ENSG00000198420	ENSMMUG00000005136	monkey	Other genes	0.990228013029316
ENSG00000198431-ENSMMUG00000012091	0.152386	0.25225	0.604107	474.72	1445.28	99.9625	199.037	ENSG00000198431	ENSMMUG00000012091	monkey	Other genes	0.7186629526462396
ENSG00000198435-ENSMMUG00000014322	0.0	0.384779	-0.0	28.6702	313.33	8.0	0.0	ENSG00000198435	ENSMMUG00000014322	monkey	Other genes	1.0
ENSG00000198440-ENSMMUG00000003257	0.00710182	0.0382848	0.1855	433.29	1273.71	16.0	9.0	ENSG00000198440	ENSMMUG00000003257	monkey	Other genes	0.984182776801406
ENSG00000198443-ENSMMUG00000065282	0.0337007	0.0681967	0.49417	107.382	273.618	7.0	9.0	ENSG00000198443	ENSMMUG00000065282	monkey	Other genes	0.8082191780821918
ENSG00000198445-ENSMMUG00000062061	0.0286257	0.0767513	0.372967	549.006	1121.99	39.5828	31.4172	ENSG00000198445	ENSMMUG00000062061	monkey	Other genes	0.9443447037701975
ENSG00000198467-ENSMMUG00000016321	0.0877207	0.285823	0.306905	141.095	710.905	32.33	58.67	ENSG00000198467	ENSMMUG00000016321	monkey	Other genes	0.8732394366197183
ENSG00000198471-ENSMMUG00000050972	0.0272396	0.265266	0.102688	112.954	562.046	24.0	15.0	ENSG00000198471	ENSMMUG00000050972	monkey	Other genes	0.9380530973451328
ENSG00000198488-ENSMMUG00000050318	0.0212358	0.241599	0.0878967	178.321	955.679	35.0	20.0	ENSG00000198488	ENSMMUG00000050318	monkey	Other genes	0.9230769230769231
ENSG00000198492-ENSMMUG00000011391	0.00872509	0.0335932	0.259728	412.716	1324.28	13.5136	11.4864	ENSG00000198492	ENSMMUG00000011391	monkey	Other genes	0.9711375212224108
ENSG00000198498-ENSMMUG00000004482	0.0146742	0.113763	0.128989	114.405	494.595	11.8148	7.18516	ENSG00000198498	ENSMMUG00000004482	monkey	Other genes	0.9655172413793104
ENSG00000198513-ENSMMUG00000009577	0.00167897	0.0343256	0.0489131	481.403	1192.6	16.0	2.0	ENSG00000198513	ENSMMUG00000009577	monkey	Other genes	0.996415770609319
ENSG00000198515-ENSMMUG00000005764	0.0106093	0.0606277	0.174991	538.623	1519.38	31.0	16.0	ENSG00000198515	ENSMMUG00000005764	monkey	Other genes	0.8840579710144928
ENSG00000198517-ENSMMUG00000037597	0.0072689	0.175852	0.0413354	53.2797	414.72	8.0	3.0	ENSG00000198517	ENSMMUG00000037597	monkey	Other genes	0.9807692307692307
ENSG00000198520-ENSMMUG00000013341	0.0202266	0.083746	0.241524	352.917	967.083	27.7354	19.2646	ENSG00000198520	ENSMMUG00000013341	monkey	Other genes	0.907725321888412
ENSG00000198521-ENSMMUG00000047027	0.0216533	0.0381815	0.567116	675.986	1739.01	25.0	37.0	ENSG00000198521	ENSMMUG00000047027	monkey	Other genes	0.9517923362175525
ENSG00000198522-ENSMMUG00000019745	0.0049382	0.0576731	0.085624	308.79	813.21	17.0	4.0	ENSG00000198522	ENSMMUG00000019745	monkey	Other genes	0.9893048128342246
ENSG00000198535-ENSMMUG00000060717	0.0402813	0.200097	0.201309	220.133	868.867	37.0	34.0	ENSG00000198535	ENSMMUG00000060717	monkey	Other genes	0.8921832884097035
ENSG00000198542-ENSMMUG00000002873	0.0036938	0.0666793	0.0553965	396.292	1085.71	25.0	4.0	ENSG00000198542	ENSMMUG00000002873	monkey	Other genes	0.9919028340080972
ENSG00000198546-ENSMMUG00000064787	0.0213188	0.115408	0.184726	181.038	571.962	19.0	12.0	ENSG00000198546	ENSMMUG00000064787	monkey	Other genes	0.9484126984126984
ENSG00000198547-ENSMMUG00000063470	0.0692652	0.0279789	2.47562	182.06	396.94	5.0	26.0	ENSG00000198547	ENSMMUG00000063470	monkey	Other genes	0.865979381443299
ENSG00000198553-ENSMMUG00000010899	0.0266533	0.0467801	0.569758	252.984	560.016	11.3876	14.6124	ENSG00000198553	ENSMMUG00000010899	monkey	Other genes	0.9448529411764706
ENSG00000198554-ENSMMUG00000000302	0.00794902	0.0464982	0.170953	849.948	2531.05	38.0	20.0	ENSG00000198554	ENSMMUG00000000302	monkey	Other genes	0.9805137289636847
ENSG00000198556-ENSMMUG00000020139	0.0271291	0.0804742	0.337115	349.356	925.644	26.3714	24.6286	ENSG00000198556	ENSMMUG00000020139	monkey	Other genes	0.9221967963386728
ENSG00000198561-ENSMMUG00000012366	0.00104875	0.0299803	0.0349811	995.627	1908.37	29.0	2.0	ENSG00000198561	ENSMMUG00000012366	monkey	Other genes	0.9979338842975206
ENSG00000198563-ENSMMUG00000008839	0.0	0.0138888	-0.0	364.203	919.797	5.0	0.0	ENSG00000198563	ENSMMUG00000008839	monkey	Other genes	1.0
ENSG00000198569-ENSMMUG00000060673	0.0209749	0.176621	0.118756	340.445	1456.56	50.9632	30.0368	ENSG00000198569	ENSMMUG00000060673	monkey	Other genes	0.9483333333333334
ENSG00000198570-ENSMMUG00000057510	0.0165492	0.128742	0.128546	96.0541	488.946	11.0	8.0	ENSG00000198570	ENSMMUG00000057510	monkey	Other genes	0.958974358974359
ENSG00000198574-ENSMMUG00000008511	0.0136236	0.0860021	0.15841	99.6044	296.396	8.0	4.0	ENSG00000198574	ENSMMUG00000008511	monkey	Other genes	0.9696969696969697
ENSG00000198576-ENSMMUG00000018519	0.00932276	0.366645	0.0254272	103.354	1084.65	27.9603	10.0397	ENSG00000198576	ENSMMUG00000018519	monkey	Other genes	0.9747474747474747
ENSG00000198585-ENSMMUG00000001154	0.126092	0.378745	0.332921	154.548	406.452	43.8494	47.1506	ENSG00000198585	ENSMMUG00000001154	monkey	Other genes	0.6893203883495146
ENSG00000198586-ENSMMUG00000011189	0.000595058	0.0299037	0.0198991	616.826	1681.17	18.0	1.0	ENSG00000198586	ENSMMUG00000011189	monkey	Other genes	0.9986945169712794
ENSG00000198589-ENSMMUG00000002212	0.0095806	0.0490415	0.195357	2354.33	6201.67	111.0	59.0	ENSG00000198589	ENSMMUG00000002212	monkey	Other genes	0.9776067179846046
ENSG00000198597-ENSMMUG00000063586	0.00556527	0.127568	0.0436258	820.972	3079.03	93.935	17.065	ENSG00000198597	ENSMMUG00000063586	monkey	Other genes	0.9303843364757071
ENSG00000198598-ENSMMUG00000010331	0.017799	0.202663	0.0878258	368.715	1431.29	62.8848	25.1152	ENSG00000198598	ENSMMUG00000010331	monkey	Other genes	0.9506578947368421
ENSG00000198604-ENSMMUG00000058073	0.00648622	0.0360641	0.179853	1260.09	3407.91	44.0	22.0	ENSG00000198604	ENSMMUG00000058073	monkey	Other genes	0.9858611825192802
ENSG00000198612-ENSMMUG00000021605	0.0	0.0423917	-0.0	169.837	457.163	7.0	0.0	ENSG00000198612	ENSMMUG00000021605	monkey	Other genes	0.9247787610619469
ENSG00000198624-ENSMMUG00000050884	0.0162642	0.0512506	0.317347	266.059	621.941	13.0	10.0	ENSG00000198624	ENSMMUG00000050884	monkey	Other genes	0.9662162162162162
ENSG00000198625-ENSMMUG00000011236	0.0137241	0.0665772	0.206137	366.434	1103.57	23.0	15.0	ENSG00000198625	ENSMMUG00000011236	monkey	Other genes	0.9636363636363636
ENSG00000198626-ENSMMUG00000001060	0.000887378	0.0933081	0.0095102	3624.91	11276.1	313.0	10.0002	ENSG00000198626	ENSMMUG00000001060	monkey	Other genes	0.9979867123011879
ENSG00000198633-ENSMMUG00000063375	0.0845857	0.0557904	1.51613	405.97	1247.03	21.6385	99.3615	ENSG00000198633	ENSMMUG00000063375	monkey	Other genes	0.6739130434782609
ENSG00000198642-ENSMMUG00000010959	0.0	0.0508886	-0.0	515.103	1335.9	25.0	0.0	ENSG00000198642	ENSMMUG00000010959	monkey	Other genes	1.0
ENSG00000198643-ENSMMUG00000043629	0.041961	0.0817919	0.513022	157.373	490.627	12.0	20.0	ENSG00000198643	ENSMMUG00000043629	monkey	Other genes	0.8432203389830508
ENSG00000198646-ENSMMUG00000010715	0.00704174	0.0373691	0.188438	2050.26	4138.74	74.0	29.0	ENSG00000198646	ENSMMUG00000010715	monkey	Other genes	0.9849878934624697
ENSG00000198648-ENSMMUG00000006215	0.00447612	0.0577383	0.0775243	510.794	1121.21	28.0	5.0	ENSG00000198648	ENSMMUG00000006215	monkey	Other genes	0.9782214156079855
ENSG00000198650-ENSMMUG00000002018	0.0141558	0.0522534	0.270906	417.967	944.033	20.7728	13.2272	ENSG00000198650	ENSMMUG00000002018	monkey	Other genes	0.9713656387665198
ENSG00000198663-ENSMMUG00000005004	0.0315796	0.0612985	0.515178	327.499	713.501	19.0	22.0	ENSG00000198663	ENSMMUG00000005004	monkey	Other genes	0.9185393258426966
ENSG00000198670-ENSMMUG00000016201	0.0546684	0.164431	0.332471	484.732	1279.27	70.5632	67.4368	ENSG00000198670	ENSMMUG00000016201	monkey	Other genes	0.26065654091131796
ENSG00000198673-ENSMMUG00000011579	0.00668653	0.0562075	0.118962	92.331	300.669	5.0	2.0	ENSG00000198673	ENSMMUG00000011579	monkey	Other genes	0.9084507042253521
ENSG00000198677-ENSMMUG00000001205	0.012091	0.0631861	0.191355	1249.18	3442.82	74.7212	41.2788	ENSG00000198677	ENSMMUG00000001205	monkey	Other genes	0.9737851662404092
ENSG00000198678-ENSMMUG00000059987	0.0368309	0.0534271	0.689366	307.096	625.904	15.6811	22.3189	ENSG00000198678	ENSMMUG00000059987	monkey	Other genes	0.932475884244373
ENSG00000198680-ENSMMUG00000059471	0.0364602	0.0594468	0.613325	140.377	450.623	8.0	16.0	ENSG00000198680	ENSMMUG00000059471	monkey	Other genes	0.8584905660377359
ENSG00000198682-ENSMMUG00000006411	0.00987621	0.0822507	0.120075	490.279	1351.72	37.7386	13.2614	ENSG00000198682	ENSMMUG00000006411	monkey	Other genes	0.9421875
ENSG00000198690-ENSMMUG00000009426	0.0252368	0.0689066	0.366247	884.598	2160.4	57.4574	53.5426	ENSG00000198690	ENSMMUG00000009426	monkey	Other genes	0.9479371316306483
ENSG00000198691-ENSMMUG00000013858	0.00847695	0.0726137	0.11674	1952.11	4866.89	133.0	41.0	ENSG00000198691	ENSMMUG00000013858	monkey	Other genes	0.9824021117465904
ENSG00000198700-ENSMMUG00000001916	0.0062426	0.0341885	0.182593	870.737	2252.26	29.0	14.0	ENSG00000198700	ENSMMUG00000001916	monkey	Other genes	0.9904030710172744
ENSG00000198707-ENSMMUG00000015862	0.00997433	0.0501743	0.198793	1980.57	5456.43	94.9766	54.0234	ENSG00000198707	ENSMMUG00000015862	monkey	Other genes	0.9790322580645161
ENSG00000198715-ENSMMUG00000000092	0.251502	0.529665	0.474833	315.671	809.329	118.132	172.868	ENSG00000198715	ENSMMUG00000000092	monkey	Other genes	0.5076045627376425
ENSG00000198718-ENSMMUG00000010860	0.0115356	0.0441046	0.261551	1351.85	3964.15	57.6316	45.3684	ENSG00000198718	ENSMMUG00000010860	monkey	Other genes	0.9724099099099099
ENSG00000198719-ENSMMUG00000021144	0.00744687	0.145601	0.0511458	411.992	1757.01	53.0	13.0	ENSG00000198719	ENSMMUG00000021144	monkey	Other genes	0.9820193637621023
ENSG00000198720-ENSMMUG00000014409	0.0148488	0.180095	0.0824496	302.47	1401.53	47.3973	20.6027	ENSG00000198720	ENSMMUG00000014409	monkey	Other genes	0.8028985507246377
ENSG00000198721-ENSMMUG00000014021	0.0375675	0.0686463	0.547261	354.303	821.697	22.9886	30.0114	ENSG00000198721	ENSMMUG00000014021	monkey	Other genes	0.9289340101522843
ENSG00000198728-ENSMMUG00000009375	0.0	0.084946	-0.0	265.458	967.542	21.0	0.0	ENSG00000198728	ENSMMUG00000009375	monkey	Other genes	1.0
ENSG00000198729-ENSMMUG00000022110	0.0115944	0.0495565	0.233964	146.786	348.214	7.0	4.0	ENSG00000198729	ENSMMUG00000022110	monkey	Other genes	0.9757575757575757
ENSG00000198730-ENSMMUG00000011438	0.00194865	0.0563857	0.0345594	949.48	2569.52	51.0	5.0	ENSG00000198730	ENSMMUG00000011438	monkey	Other genes	0.9957374254049446
ENSG00000198732-ENSMMUG00000017430	0.00703478	0.0952117	0.0738856	293.541	1011.46	25.9185	7.08154	ENSG00000198732	ENSMMUG00000017430	monkey	Other genes	0.852589641434263
ENSG00000198734-ENSMMUG00000042510	0.0299807	0.0571588	0.524516	1803.08	4736.92	97.9072	139.093	ENSG00000198734	ENSMMUG00000042510	monkey	Other genes	0.9208988764044944
ENSG00000198739-ENSMMUG00000018766	0.0	0.0207525	-0.0	490.246	1252.75	10.0	0.0	ENSG00000198739	ENSMMUG00000018766	monkey	Other genes	1.0
ENSG00000198740-ENSMMUG00000003453	0.00226837	0.0313044	0.0724616	493.426	1324.57	15.0	3.0	ENSG00000198740	ENSMMUG00000003453	monkey	Other genes	0.995049504950495
ENSG00000198742-ENSMMUG00000009183	0.000664063	0.0732224	0.00906912	686.333	1506.67	47.0	1.0	ENSG00000198742	ENSMMUG00000009183	monkey	Other genes	0.964332892998679
ENSG00000198746-ENSMMUG00000018723	0.0152151	0.054275	0.280333	445.386	1129.61	23.0	17.0	ENSG00000198746	ENSMMUG00000018723	monkey	Other genes	0.9695238095238096
ENSG00000198752-ENSMMUG00000008380	0.00195854	0.0483434	0.0405131	1552.79	3580.21	72.0	7.0	ENSG00000198752	ENSMMUG00000008380	monkey	Other genes	0.9861111111111112
ENSG00000198756-ENSMMUG00000016405	0.00873503	0.0482857	0.180903	495.622	1382.38	23.0	12.0	ENSG00000198756	ENSMMUG00000016405	monkey	Other genes	0.9808306709265175
ENSG00000198758-ENSMMUG00000008030	0.0331717	0.065855	0.503708	480.427	1298.57	30.0	42.0	ENSG00000198758	ENSMMUG00000008030	monkey	Other genes	0.9277310924369748
ENSG00000198765-ENSMMUG00000017674	0.0148138	0.0403075	0.36752	744.042	2183.96	29.0	32.0	ENSG00000198765	ENSMMUG00000017674	monkey	Other genes	0.9672131147540983
ENSG00000198768-ENSMMUG00000015528	0.024761	0.140517	0.176214	305.033	1194.97	37.9398	29.0602	ENSG00000198768	ENSMMUG00000015528	monkey	Other genes	0.9401197604790419
ENSG00000198771-ENSMMUG00000023372	0.0332458	0.10706	0.310533	375.227	869.773	36.7447	28.2553	ENSG00000198771	ENSMMUG00000023372	monkey	Other genes	0.8172268907563025
ENSG00000198774-ENSMMUG00000058491	0.0124706	0.0700484	0.178028	329.882	975.118	21.9455	12.0545	ENSG00000198774	ENSMMUG00000058491	monkey	Other genes	0.9358407079646017
ENSG00000198780-ENSMMUG00000011198	0.0122572	0.0578576	0.211851	528.302	1481.7	29.0	18.0	ENSG00000198780	ENSMMUG00000011198	monkey	Other genes	0.9731343283582089
ENSG00000198783-ENSMMUG00000006402	0.0142236	0.0401646	0.354132	334.375	781.625	13.0	11.0	ENSG00000198783	ENSMMUG00000006402	monkey	Other genes	0.9704301075268817
ENSG00000198785-ENSMMUG00000016675	0.009994	0.0539521	0.185238	1004.1	2340.9	51.7825	23.2175	ENSG00000198785	ENSMMUG00000016675	monkey	Other genes	0.979372197309417
ENSG00000198788-ENSMMUG00000057247	1.02836	4.9788	0.206548	763.875	3037.12	610.894	1690.11	ENSG00000198788	ENSMMUG00000057247	monkey	Other genes	0.1338544211040547
ENSG00000198793-ENSMMUG00000019325	0.000568479	0.0565702	0.0100491	2343.76	5279.24	126.0	3.0	ENSG00000198793	ENSMMUG00000019325	monkey	Other genes	0.9956845821890937
ENSG00000198795-ENSMMUG00000008600	0.00107798	0.0415328	0.0259548	1148.01	2784.99	46.0	3.0	ENSG00000198795	ENSMMUG00000008600	monkey	Other genes	0.9977116704805492
ENSG00000198796-ENSMMUG00000006635	0.0452279	0.0537112	0.842057	1909.37	4549.63	98.0404	198.96	ENSG00000198796	ENSMMUG00000006635	monkey	Other genes	0.9057471264367816
ENSG00000198797-ENSMMUG00000022935	0.00227813	0.0551386	0.0413164	590.413	1758.59	31.0	4.0	ENSG00000198797	ENSMMUG00000022935	monkey	Other genes	0.9948914431673053
ENSG00000198799-ENSMMUG00000019098	0.0116389	0.0543686	0.214074	892.495	2302.5	46.4324	26.5676	ENSG00000198799	ENSMMUG00000019098	monkey	Other genes	0.9593721144967683
ENSG00000198805-ENSMMUG00000019126	0.0208389	0.0457745	0.455252	261.844	605.156	11.5743	12.4257	ENSG00000198805	ENSMMUG00000019126	monkey	Other genes	0.9584775086505191
ENSG00000198807-ENSMMUG00000009648	0.00494097	0.0752007	0.0657038	210.773	812.227	15.0	4.0	ENSG00000198807	ENSMMUG00000009648	monkey	Other genes	0.9853801169590644
ENSG00000198812-ENSMMUG00000054953	0.0130357	0.0709473	0.183738	210.158	620.842	14.0	8.0	ENSG00000198812	ENSMMUG00000054953	monkey	Other genes	0.967741935483871
ENSG00000198815-ENSMMUG00000014138	0.00153657	0.0310453	0.0494944	563.021	1302.98	17.0	2.0	ENSG00000198815	ENSMMUG00000014138	monkey	Other genes	0.9967845659163987
ENSG00000198816-ENSMMUG00000060429	0.0126917	0.0607105	0.209053	431.052	1272.95	25.0	16.0	ENSG00000198816	ENSMMUG00000060429	monkey	Other genes	0.9634782608695652
ENSG00000198818-ENSMMUG00000011736	0.0116945	0.0308642	0.378901	132.285	344.715	4.0	4.0	ENSG00000198818	ENSMMUG00000011736	monkey	Other genes	0.9748427672955975
ENSG00000198821-ENSMMUG00000008158	0.315963	0.667308	0.473489	102.653	389.347	44.7493	100.251	ENSG00000198821	ENSMMUG00000008158	monkey	Other genes	0.4732142857142857
ENSG00000198822-ENSMMUG00000022513	0.00200763	0.0693394	0.0289536	641.929	1995.07	42.0	4.0	ENSG00000198822	ENSMMUG00000022513	monkey	Other genes	0.9954493742889647
ENSG00000198824-ENSMMUG00000023599	0.0109687	0.0436196	0.251463	689.257	1746.74	29.0	19.0	ENSG00000198824	ENSMMUG00000023599	monkey	Other genes	0.976629766297663
ENSG00000198825-ENSMMUG00000009558	0.00696636	0.0451083	0.154436	943.014	2452.99	41.0	17.0	ENSG00000198825	ENSMMUG00000009558	monkey	Other genes	0.9841129744042365
ENSG00000198829-ENSMMUG00000060077	0.0259828	0.10219	0.254261	294.352	680.648	27.639	17.361	ENSG00000198829	ENSMMUG00000060077	monkey	Other genes	0.9251497005988024
ENSG00000198833-ENSMMUG00000047198	0.0103242	0.0738965	0.139711	255.996	698.004	17.846	7.15401	ENSG00000198833	ENSMMUG00000047198	monkey	Other genes	0.9779874213836478
ENSG00000198835-ENSMMUG00000023086	0.00918995	0.201038	0.0457126	221.144	1095.86	38.0	10.0	ENSG00000198835	ENSMMUG00000023086	monkey	Other genes	0.9727891156462585
ENSG00000198836-ENSMMUG00000009765	0.00577783	0.0856895	0.0674275	772.919	2107.08	61.8761	12.1239	ENSG00000198836	ENSMMUG00000009765	monkey	Other genes	0.8436944937833037
ENSG00000198837-ENSMMUG00000005002	0.00606308	0.0510397	0.118791	1329.03	3146.97	65.0	19.0	ENSG00000198837	ENSMMUG00000005002	monkey	Other genes	0.9269981120201385
ENSG00000198838-ENSMMUG00000005270	0.00538931	0.0700012	0.0769887	4337.81	10272.2	286.868	55.1324	ENSG00000198838	ENSMMUG00000005270	monkey	Other genes	0.9887063655030801
ENSG00000198839-ENSMMUG00000015965	0.0072965	0.0514644	0.141777	385.16	964.84	19.0	7.0	ENSG00000198839	ENSMMUG00000015965	monkey	Other genes	0.9714912280701754
ENSG00000198842-ENSMMUG00000051788	0.0184402	0.0974892	0.189151	806.718	2667.28	72.4745	48.5255	ENSG00000198842	ENSMMUG00000051788	monkey	Other genes	0.9544673539518901
ENSG00000198844-ENSMMUG00000008749	0.0135463	0.0642217	0.21093	806.81	1716.19	49.0	23.0	ENSG00000198844	ENSMMUG00000008749	monkey	Other genes	0.9726516052318668
ENSG00000198846-ENSMMUG00000010971	0.00181475	0.0461535	0.0393198	474.541	1103.46	21.0	2.0	ENSG00000198846	ENSMMUG00000010971	monkey	Other genes	0.9961977186311787
ENSG00000198848-ENSMMUG00000009454	0.0323775	0.0895846	0.361418	470.207	1230.79	39.0	39.0	ENSG00000198848	ENSMMUG00000009454	monkey	Other genes	0.8676470588235294
ENSG00000198851-ENSMMUG00000017593	0.15123	0.101303	1.49284	163.172	415.828	15.3227	56.6773	ENSG00000198851	ENSMMUG00000017593	monkey	Other genes	0.6753246753246753
ENSG00000198853-ENSMMUG00000016313	0.0116023	0.0440656	0.263295	1418.92	3129.08	60.0	36.0	ENSG00000198853	ENSMMUG00000016313	monkey	Other genes	0.9775725593667546
ENSG00000198855-ENSMMUG00000017123	0.0101958	0.156804	0.0650229	286.464	1087.54	39.0	11.0	ENSG00000198855	ENSMMUG00000017123	monkey	Other genes	0.9717391304347827
ENSG00000198858-ENSMMUG00000009682	0.0451236	0.349694	0.129037	146.422	657.578	40.2142	28.7858	ENSG00000198858	ENSMMUG00000009682	monkey	Other genes	0.6693548387096774
ENSG00000198860-ENSMMUG00000064206	0.00529892	0.0702379	0.0754424	134.23	378.77	9.0	2.0	ENSG00000198860	ENSMMUG00000064206	monkey	Other genes	0.9883040935672515
ENSG00000198862-ENSMMUG00000015728	0.0108324	0.0502481	0.215579	1589.07	3666.93	76.6301	39.3699	ENSG00000198862	ENSMMUG00000015728	monkey	Other genes	0.9699886749716874
ENSG00000198863-ENSMMUG00000008091	0.00911663	0.0765286	0.119127	514.12	1324.88	37.0	12.0	ENSG00000198863	ENSMMUG00000008091	monkey	Other genes	0.9804241435562806
ENSG00000198865-ENSMMUG00000030145	0.0143825	0.0908616	0.15829	186.082	575.918	15.8053	8.19474	ENSG00000198865	ENSMMUG00000030145	monkey	Other genes	0.968503937007874
ENSG00000198870-ENSMMUG00000000934	0.0503244	0.118926	0.423158	449.13	1563.87	47.987	76.013	ENSG00000198870	ENSMMUG00000000934	monkey	Other genes	0.8787878787878788
ENSG00000198873-ENSMMUG00000004596	0.00666282	0.0803749	0.0828967	411.841	1358.16	31.0	9.0	ENSG00000198873	ENSMMUG00000004596	monkey	Other genes	0.9847457627118644
ENSG00000198876-ENSMMUG00000017458	0.0275803	0.122517	0.225113	331.076	1021.92	37.3285	27.6715	ENSG00000198876	ENSMMUG00000017458	monkey	Other genes	0.9096638655462185
ENSG00000198879-ENSMMUG00000019194	0.0103668	0.057961	0.178858	833.508	1848.49	46.0	19.0	ENSG00000198879	ENSMMUG00000019194	monkey	Other genes	0.9798657718120806
ENSG00000198887-ENSMMUG00000008346	0.00790494	0.0422457	0.187118	885.257	2417.74	36.0	19.0	ENSG00000198887	ENSMMUG00000008346	monkey	Other genes	0.9017485428809325
ENSG00000198890-ENSMMUG00000056038	0.00112598	0.100716	0.0111798	236.221	888.779	22.0	1.0	ENSG00000198890	ENSMMUG00000056038	monkey	Other genes	0.9973333333333333
ENSG00000198892-ENSMMUG00000001921	0.0515379	0.182689	0.282107	156.222	425.778	24.8071	21.1929	ENSG00000198892	ENSMMUG00000001921	monkey	Other genes	0.7637130801687764
ENSG00000198898-ENSMMUG00000006784	0.0278232	0.0654274	0.425252	189.471	668.529	11.7465	18.2535	ENSG00000198898	ENSMMUG00000006784	monkey	Other genes	0.7994186046511628
ENSG00000198900-ENSMMUG00000011112	0.00301216	0.0583185	0.0516502	631.362	1663.64	35.0	5.0	ENSG00000198900	ENSMMUG00000011112	monkey	Other genes	0.9908735332464146
