gene_name	n_syn	n_mis	n_non	n_spl	n_ind	wmis_cv	wnon_cv	wspl_cv	wind_cv	pmis_cv	ptrunc_cv	pallsubs_cv	pind_cv	qmis_cv	qtrunc_cv	qallsubs_cv	qind_cv	pglobal_cv	qglobal_cv	non_nsite	mis_nsite	ssite
NAGA	3	0	0	0	0	0.0	0.0	0.0	0.0	0.30073775	0.802449184	0.567581508	1.0	0.813667722	0.942412671	0.977167932	1.0	0.889043165	1.0	1.7084010000000026e-06	4.190116230000023e-05	1.693936380000001e-05
AGA	0	0	0	0	0	0.0	0.0	0.0	0.0	0.306739259	0.765725089	0.567703958	1.0	0.813667722	0.942412671	0.977167932	1.0	0.889112504	1.0	5.857387e-07	1.4134650099999975e-05	5.191471699999996e-06
GREB1	2	2	0	0	0	0.556486804	0.0	0.0	0.0	0.374828276	0.550187475	0.567718921	1.0	0.813667722	0.942412671	0.977167932	1.0	0.889120975	1.0	8.497309399999988e-06	0.00022188409859999977	0.00011673044360000099
QRICH1	2	3	0	0	0	1.854453419	0.0	0.0	0.0	0.343312974	0.633692446	0.567720386	1.0	0.813667722	0.942412671	0.977167932	1.0	0.889121805	1.0	5.245738500000006e-06	7.261301339999957e-05	3.026163620000002e-05
C9orf24	0	1	0	0	0	3.537126794	0.0	0.0	0.0	0.298813298	0.820186772	0.567774581	1.0	0.813667722	0.942412671	0.977167932	1.0	0.889152484	1.0	1.4719374000000017e-06	2.355509770000002e-05	9.956724000000005e-06
KIF26A	2	7	0	0	0	1.443606509	0.0	0.0	0.0	0.389195798	0.541213592	0.567838599	1.0	0.813667722	0.942412671	0.977167932	1.0	0.889188716	1.0	5.141641099999987e-06	0.00016770810109999928	8.385874040000004e-05
FAM122A	0	0	0	0	0	0.0	0.0	0.0	0.0	0.29840512	0.821340014	0.567898371	1.0	0.813667722	0.942412671	0.977167932	1.0	0.889222538	1.0	2.472522e-07	7.863778599999997e-06	3.3135753999999996e-06
C16orf70	1	0	0	0	0	0.0	0.0	0.0	0.0	0.31507406	0.72506148	0.567939129	1.0	0.813667722	0.942412671	0.977167932	1.0	0.889245599	1.0	2.7475245999999897e-06	4.209768000000014e-05	1.696139430000006e-05
ODF3L1	0	0	0	0	0	0.0	0.0	0.0	0.0	0.301221141	0.802362993	0.568189056	1.0	0.813667722	0.942412671	0.977167932	1.0	0.889386938	1.0	4.5504439999999995e-07	9.801836300000005e-06	3.8759469e-06
TGFB1	0	0	0	0	0	0.0	0.0	0.0	0.0	0.304505949	0.781283053	0.568233709	1.0	0.813667722	0.942412671	0.977167932	1.0	0.889412178	1.0	7.620651999999999e-07	1.3451545400000008e-05	6.061544100000004e-06
CALCB	0	1	0	0	0	3.59947049	0.0	0.0	0.0	0.2932894	0.87392425	0.568335928	1.0	0.813667722	0.942412671	0.977167932	1.0	0.889469946	1.0	2.8250879999999994e-07	1.2901570899999957e-05	5.210237100000008e-06
FTMT	0	0	0	0	0	0.0	0.0	0.0	0.0	0.296680238	0.838637299	0.568368744	1.0	0.813667722	0.942412671	0.977167932	1.0	0.889488487	1.0	2.3320250000000004e-07	6.412074800000001e-06	3.112791400000001e-06
TMEM82	1	0	0	0	0	0.0	0.0	0.0	0.0	0.297398993	0.83290497	0.568430486	1.0	0.813667722	0.942412671	0.977167932	1.0	0.889523367	1.0	4.349735000000001e-07	1.3881386699999992e-05	6.782371900000001e-06
RNF186	0	0	0	0	0	0.0	0.0	0.0	0.0	0.293780487	0.867539699	0.568458135	1.0	0.813667722	0.942412671	0.977167932	1.0	0.889538985	1.0	2.9137319999999996e-07	8.0196405e-06	3.884237200000003e-06
EVI2A	2	0	0	0	0	0.0	0.0	0.0	0.0	0.298286963	0.826046788	0.568494996	1.0	0.813667722	0.942412671	0.977167932	1.0	0.889559804	1.0	1.0788294000000007e-06	1.8919129700000166e-05	7.194197299999984e-06
TLK1	0	2	0	0	0	2.200644533	0.0	0.0	0.0	0.331234018	0.670911676	0.568536347	1.0	0.813667722	0.942412671	0.977167932	1.0	0.889583155	1.0	7.61786460000004e-06	0.00011337516979999938	4.0206284000000025e-05
C15orf41	0	1	0	0	0	3.510379786	0.0	0.0	0.0	0.301242479	0.807198571	0.56856209	1.0	0.813667722	0.942412671	0.977167932	1.0	0.889597692	1.0	2.0843807999999993e-06	5.045597709999932e-05	1.9857259800000072e-05
MAPKAPK5	0	0	0	0	0	0.0	0.0	0.0	0.0	0.311427474	0.74481348	0.568582247	1.0	0.813667722	0.942412671	0.977167932	1.0	0.889609073	1.0	2.728808999999996e-06	4.094684439999998e-05	1.6256485199999995e-05
PIM3	1	0	0	0	0	0.0	0.0	0.0	0.0	0.301907606	0.800080402	0.568627063	1.0	0.813667722	0.942412671	0.977167932	1.0	0.889634375	1.0	3.7559139999999993e-07	9.929456700000013e-06	5.075413800000006e-06
PSMB4	0	0	0	0	0	0.0	0.0	0.0	0.0	0.310161345	0.751470928	0.568639384	1.0	0.813667722	0.942412671	0.977167932	1.0	0.88964133	1.0	5.570876e-07	7.812332399999994e-06	3.1440787e-06
RALBP1	0	2	0	0	0	2.237347151	0.0	0.0	0.0	0.322293012	0.70296998	0.568667682	1.0	0.813667722	0.942412671	0.977167932	1.0	0.889657304	1.0	2.787954299999994e-06	4.665752710000043e-05	1.7343000200000023e-05
PDZD8	1	1	0	0	0	0.434901362	0.0	0.0	0.0	0.344278601	0.623356908	0.56879919	1.0	0.813667722	0.942412671	0.977167932	1.0	0.88973152	1.0	1.542919100000002e-06	3.2363943600000045e-05	1.339970039999998e-05
PRKAR2B	0	0	0	0	0	0.0	0.0	0.0	0.0	0.308041259	0.763553468	0.568817655	1.0	0.813667722	0.942412671	0.977167932	1.0	0.889741938	1.0	6.203697999999996e-07	1.2258229500000005e-05	5.022565599999998e-06
PEX14	0	0	0	0	0	0.0	0.0	0.0	0.0	0.302539103	0.796928703	0.568838111	1.0	0.813667722	0.942412671	0.977167932	1.0	0.889753478	1.0	1.940095799999995e-06	2.956027060000014e-05	1.570326720000001e-05
GH1	0	0	0	0	0	0.0	0.0	0.0	0.0	0.303056623	0.793533056	0.568842777	1.0	0.813667722	0.942412671	0.977167932	1.0	0.889756111	1.0	6.165457000000003e-07	2.2566130599999955e-05	1.0484641899999952e-05
GSDMB	0	0	0	0	0	0.0	0.0	0.0	0.0	0.306376844	0.773404635	0.568910428	1.0	0.813667722	0.942412671	0.977167932	1.0	0.889794272	1.0	4.461988999999992e-06	8.466927480000138e-05	3.442886039999982e-05
MYL6	0	0	0	0	0	0.0	0.0	0.0	0.0	0.306254781	0.774410308	0.568972246	1.0	0.813667722	0.942412671	0.977167932	1.0	0.889829136	1.0	2.5071617000000037e-06	5.353123639999951e-05	2.2720087900000036e-05
LBX1	0	1	0	0	0	3.594545825	0.0	0.0	0.0	0.293718866	0.875639409	0.56909284	1.0	0.813667722	0.942412671	0.977167932	1.0	0.889897129	1.0	3.0250630000000005e-07	7.894314500000001e-06	3.925919200000001e-06
CDK3	2	0	0	0	0	0.0	0.0	0.0	0.0	0.309912157	0.754987218	0.569138991	1.0	0.813667722	0.942412671	0.977167932	1.0	0.889923144	1.0	2.063482400000001e-06	3.12691300000001e-05	1.3646587200000024e-05
MTFR1L	0	0	0	0	0	0.0	0.0	0.0	0.0	0.302934254	0.796493667	0.569250118	1.0	0.813667722	0.942412671	0.977167932	1.0	0.889985767	1.0	3.818977099999987e-06	9.606740710000005e-05	3.9336947999999896e-05
RBM3	0	1	0	0	0	3.578726125	0.0	0.0	0.0	0.295106352	0.862403991	0.569284889	1.0	0.813667722	0.942412671	0.977167932	1.0	0.890005357	1.0			
CACNB4	1	2	0	0	0	2.164952492	0.0	0.0	0.0	0.340097454	0.645829154	0.569315435	1.0	0.813667722	0.942412671	0.977167932	1.0	0.890022565	1.0	9.269672800000027e-06	0.00011186262560000223	4.500844770000017e-05
SOSTDC1	0	0	0	0	0	0.0	0.0	0.0	0.0	0.298065951	0.833130293	0.569319805	1.0	0.813667722	0.942412671	0.977167932	1.0	0.890025027	1.0	4.4642710000000023e-07	1.3759016300000022e-05	4.227219699999989e-06
PTPRH	0	1	0	0	0	0.456174154	0.0	0.0	0.0	0.376886263	0.55093649	0.569339349	1.0	0.813667722	0.942412671	0.977167932	1.0	0.890036036	1.0	3.306360299999999e-06	6.35641070999997e-05	3.124310440000009e-05
ICK	0	2	0	0	0	2.075343907	0.0	0.0	0.0	0.364554958	0.585802953	0.569343464	1.0	0.813667722	0.942412671	0.977167932	1.0	0.890038354	1.0	3.681648999999997e-06	3.4057733000000096e-05	1.3515302600000006e-05
PRSS3	0	0	0	0	0	0.0	0.0	0.0	0.0	0.299800902	0.820028453	0.569453734	1.0	0.813667722	0.942412671	0.977167932	1.0	0.890100455	1.0	1.0422771000000001e-06	2.881792069999989e-05	1.3025954199999923e-05
MECR	0	0	0	0	0	0.0	0.0	0.0	0.0	0.312246243	0.744399267	0.569465643	1.0	0.813667722	0.942412671	0.977167932	1.0	0.890107161	1.0	1.5409596999999994e-06	2.7575518200000013e-05	1.2060591099999983e-05
SETD6	0	2	0	0	0	2.274407499	0.0	0.0	0.0	0.313608898	0.743127129	0.569574595	1.0	0.813667722	0.942412671	0.977167932	1.0	0.890168496	1.0	2.6527781999999995e-06	5.708142309999997e-05	2.5531957500000094e-05
PRSS48	0	0	0	0	0	0.0	0.0	0.0	0.0	0.301747196	0.806477163	0.569588682	1.0	0.813667722	0.942412671	0.977167932	1.0	0.890176425	1.0	5.774739000000001e-07	1.394518190000007e-05	5.405168799999989e-06
LIPA	0	0	0	0	0	0.0	0.0	0.0	0.0	0.309508538	0.759068671	0.569599181	1.0	0.813667722	0.942412671	0.977167932	1.0	0.890182334	1.0	2.7225891999999998e-06	4.094247209999991e-05	1.6433897900000025e-05
APBA1	1	1	0	0	0	0.430962027	0.0	0.0	0.0	0.338260928	0.642926188	0.569649572	1.0	0.813667722	0.942412671	0.977167932	1.0	0.890210693	1.0	1.1470367000000008e-06	2.7825229000000097e-05	1.3616180800000012e-05
ANK1	3	5	0	0	0	1.510855678	0.0	0.0	0.0	0.407855593	0.514496799	0.569664827	1.0	0.813667722	0.942412671	0.977167932	1.0	0.890219278	1.0	1.8493103700000034e-05	0.0004810562645999965	0.00024107210100000393
KCNK6	0	0	0	0	0	0.0	0.0	0.0	0.0	0.295789751	0.856595149	0.569698099	1.0	0.813667722	0.942412671	0.977167932	1.0	0.890237999	1.0	2.7831300000000004e-07	1.0903380300000003e-05	6.299065899999997e-06
NDFIP2	0	1	0	0	0	3.559888857	0.0	0.0	0.0	0.296774369	0.849503717	0.569704461	1.0	0.813667722	0.942412671	0.977167932	1.0	0.890241578	1.0	5.957881000000001e-07	1.4491002500000006e-05	6.718888199999997e-06
OR2AP1	1	2	0	0	0	2.342628334	0.0	0.0	0.0	0.298306622	0.837733586	0.569831917	1.0	0.813667722	0.942412671	0.977167932	1.0	0.890313276	1.0	2.2038019999999998e-07	7.953750699999996e-06	3.1077368000000004e-06
DNPEP	0	2	0	0	0	2.260315895	0.0	0.0	0.0	0.316871234	0.72946585	0.569881559	1.0	0.813667722	0.942412671	0.977167932	1.0	0.890341193	1.0	3.552214499999982e-06	0.0001000880947999994	3.510751450000006e-05
MFSD1	0	0	0	0	0	0.0	0.0	0.0	0.0	0.314327549	0.736457685	0.569993996	1.0	0.813667722	0.942412671	0.977167932	1.0	0.890404408	1.0	5.370514600000021e-06	6.355245509999997e-05	2.5554738299999905e-05
RPS8	0	1	0	0	0	3.478883473	0.0	0.0	0.0	0.304150139	0.795549233	0.570003936	1.0	0.813667722	0.942412671	0.977167932	1.0	0.890409996	1.0	9.392929999999996e-07	1.282393620000004e-05	5.254158299999995e-06
TRMT10A	0	0	0	0	0	0.0	0.0	0.0	0.0	0.319425099	0.713833378	0.570028419	1.0	0.813667722	0.942412671	0.977167932	1.0	0.890423758	1.0	4.697894400000005e-06	3.955629749999996e-05	1.331098620000002e-05
PLEKHA1	0	0	0	0	0	0.0	0.0	0.0	0.0	0.30843802	0.768073899	0.570294003	1.0	0.813667722	0.942412671	0.977167932	1.0	0.890572972	1.0	3.911069399999999e-06	7.359993579999966e-05	2.8595278799999844e-05
WASL	0	0	0	0	0	0.0	0.0	0.0	0.0	0.310860566	0.755054222	0.570318768	1.0	0.813667722	0.942412671	0.977167932	1.0	0.89058688	1.0	1.0761797e-06	1.3537619599999992e-05	4.787733700000004e-06
CDC42EP2	0	0	0	0	0	0.0	0.0	0.0	0.0	0.292219574	0.906049121	0.570322493	1.0	0.813667722	0.942412671	0.977167932	1.0	0.890588972	1.0	3.375333000000002e-07	2.2158649500000027e-05	1.1079473699999983e-05
DAW1	1	0	0	0	0	0.0	0.0	0.0	0.0	0.312392978	0.747781431	0.570447042	1.0	0.813667722	0.942412671	0.977167932	1.0	0.890658899	1.0	1.7909291000000032e-06	3.361457169999987e-05	1.5587347999999997e-05
PRSS57	0	0	0	0	0	0.0	0.0	0.0	0.0	0.300789841	0.818792432	0.570499987	1.0	0.813667722	0.942412671	0.977167932	1.0	0.890688616	1.0	4.098087e-07	1.1785027800000012e-05	6.109258300000005e-06
SMARCA2	3	4	0	0	0	1.579436632	0.0	0.0	0.0	0.411231512	0.51037188	0.570509411	1.0	0.813667722	0.942412671	0.977167932	1.0	0.890693905	1.0	1.8007342999999973e-05	0.0002860344264000023	0.0001143377120000018
IGLON5	0	0	0	0	0	0.0	0.0	0.0	0.0	0.300037129	0.825495057	0.570638164	1.0	0.813667722	0.942412671	0.977167932	1.0	0.89076615	1.0	4.421704e-07	1.2773439299999971e-05	6.272794999999998e-06
ART5	0	0	0	0	0	0.0	0.0	0.0	0.0	0.307377491	0.775988009	0.570682964	1.0	0.813667722	0.942412671	0.977167932	1.0	0.890791282	1.0	1.632597599999999e-06	2.982398140000001e-05	1.1992500300000002e-05
POLG2	0	0	0	0	0	0.0	0.0	0.0	0.0	0.314348723	0.739523421	0.570784906	1.0	0.813667722	0.942412671	0.977167932	1.0	0.890848454	1.0	1.7886416000000013e-06	1.7981365600000008e-05	7.108209900000004e-06
CTNS	0	0	0	0	0	0.0	0.0	0.0	0.0	0.304222499	0.796368175	0.570832605	1.0	0.813667722	0.942412671	0.977167932	1.0	0.890875199	1.0	1.626971599999996e-06	5.770058929999981e-05	2.9832674100000044e-05
VWC2L	1	0	0	0	0	0.0	0.0	0.0	0.0	0.310455647	0.759624407	0.570866233	1.0	0.813667722	0.942412671	0.977167932	1.0	0.890894051	1.0	9.547283000000001e-07	9.88336099999999e-06	4.104142100000002e-06
RD3	0	0	0	0	0	0.0	0.0	0.0	0.0	0.299274899	0.833286063	0.570883258	1.0	0.813667722	0.942412671	0.977167932	1.0	0.890903596	1.0	3.0992990000000003e-07	6.9930377e-06	2.817153800000002e-06
C1orf56	0	0	0	0	0	0.0	0.0	0.0	0.0	0.30025025	0.825349343	0.570884949	1.0	0.813667722	0.942412671	0.977167932	1.0	0.890904543	1.0	3.3087219999999993e-07	9.383499399999988e-06	4.175575699999999e-06
RILPL1	1	0	0	0	0	0.0	0.0	0.0	0.0	0.310250507	0.761050715	0.570939502	1.0	0.813667722	0.942412671	0.977167932	1.0	0.890935121	1.0	2.184330999999999e-06	2.6579888000000003e-05	1.1860875699999993e-05
ECI1	1	0	0	0	0	0.0	0.0	0.0	0.0	0.305839335	0.786669954	0.570957401	1.0	0.813667722	0.942412671	0.977167932	1.0	0.890945153	1.0	1.5685720999999997e-06	4.18316813e-05	2.241550599999998e-05
SCG5	0	0	0	0	0	0.0	0.0	0.0	0.0	0.31694046	0.72888432	0.571154921	1.0	0.813667722	0.942412671	0.977167932	1.0	0.891055817	1.0	2.210361299999996e-06	2.777950990000015e-05	1.012986840000004e-05
C6orf163	0	0	0	0	0	0.0	0.0	0.0	0.0	0.309095992	0.768543254	0.571199265	1.0	0.813667722	0.942412671	0.977167932	1.0	0.891080652	1.0	7.965024999999997e-07	1.3139556400000032e-05	4.514031900000003e-06
SLC35C2	0	0	0	0	0	0.0	0.0	0.0	0.0	0.308059948	0.774654855	0.571240215	1.0	0.813667722	0.942412671	0.977167932	1.0	0.891103583	1.0	2.011374999999998e-06	7.675444219999979e-05	4.263493470000025e-05
SLC9A3R1	0	0	0	0	0	0.0	0.0	0.0	0.0	0.298680376	0.841102942	0.571284348	1.0	0.813667722	0.942412671	0.977167932	1.0	0.891128294	1.0	6.18951e-07	2.4515701500000038e-05	1.222558929999998e-05
ANTXR2	0	0	0	0	0	0.0	0.0	0.0	0.0	0.317113727	0.72874007	0.571321825	1.0	0.813667722	0.942412671	0.977167932	1.0	0.891149275	1.0	3.893040900000012e-06	6.237568190000025e-05	2.3181912800000083e-05
AADAT	0	0	0	0	0	0.0	0.0	0.0	0.0	0.308255554	0.77397375	0.571336032	1.0	0.813667722	0.942412671	0.977167932	1.0	0.891157228	1.0	2.3447240000000106e-06	5.6282626999999786e-05	2.0781908800000068e-05
RNF151	0	0	0	0	0	0.0	0.0	0.0	0.0	0.297224186	0.855180416	0.571359611	1.0	0.813667722	0.942412671	0.977167932	1.0	0.891170426	1.0	6.703273000000005e-07	2.167324929999997e-05	8.738497600000018e-06
PVRIG	0	0	0	0	0	0.0	0.0	0.0	0.0	0.30470088	0.796245681	0.571404804	1.0	0.813667722	0.942412671	0.977167932	1.0	0.891195721	1.0	6.799980999999999e-07	1.2758164399999995e-05	5.575196599999999e-06
MRGPRE	1	2	0	0	0	2.333462966	0.0	0.0	0.0	0.300278491	0.832560891	0.571533533	1.0	0.813667722	0.942412671	0.977167932	1.0	0.89126775	1.0	8.438374000000004e-07	2.5528765200000064e-05	1.2911394400000049e-05
RCL1	0	0	0	0	0	0.0	0.0	0.0	0.0	0.311310697	0.758125556	0.57156885	1.0	0.813667722	0.942412671	0.977167932	1.0	0.891287506	1.0	1.595767000000001e-06	4.333522699999999e-05	1.6167963600000037e-05
CCDC151	0	0	0	0	0	0.0	0.0	0.0	0.0	0.305505054	0.792315978	0.571653932	1.0	0.813667722	0.942412671	0.977167932	1.0	0.891335093	1.0	2.6582160000000024e-06	6.323565310000024e-05	2.853970749999991e-05
GKN2	0	1	0	0	0	3.472541122	0.0	0.0	0.0	0.304741925	0.800299068	0.571655669	1.0	0.813667722	0.942412671	0.977167932	1.0	0.891336064	1.0	5.655882000000004e-07	8.845773400000002e-06	3.7272658999999986e-06
HS3ST6	1	0	0	0	0	0.0	0.0	0.0	0.0	0.295392471	0.877716168	0.571710967	1.0	0.813667722	0.942412671	0.977167932	1.0	0.891366985	1.0	8.951149000000008e-07	3.332849690000016e-05	1.5012856899999936e-05
C1QTNF7	0	0	0	0	0	0.0	0.0	0.0	0.0	0.298969171	0.841751357	0.571746408	1.0	0.813667722	0.942412671	0.977167932	1.0	0.8913868	1.0	8.727360000000012e-07	3.344321209999992e-05	1.4873816400000008e-05
STOML3	1	0	0	0	0	0.0	0.0	0.0	0.0	0.31121488	0.759702824	0.571803804	1.0	0.813667722	0.942412671	0.977167932	1.0	0.891418884	1.0	1.2050227999999996e-06	1.821151009999998e-05	7.060115699999993e-06
BPGM	0	0	0	0	0	0.0	0.0	0.0	0.0	0.299169425	0.840710961	0.571851438	1.0	0.813667722	0.942412671	0.977167932	1.0	0.891445508	1.0	1.0580557000000001e-06	2.4784453300000043e-05	8.759978999999992e-06
CWF19L1	0	0	0	0	0	0.0	0.0	0.0	0.0	0.314057299	0.745351362	0.571866342	1.0	0.813667722	0.942412671	0.977167932	1.0	0.891453837	1.0	1.0685469000000003e-06	1.9973561099999945e-05	6.825416300000001e-06
NTMT1	1	0	0	0	0	0.0	0.0	0.0	0.0	0.297174408	0.860554466	0.571984155	1.0	0.813667722	0.942412671	0.977167932	1.0	0.891519665	1.0	1.1063254000000006e-06	4.073900639999982e-05	2.1693350799999957e-05
ZNF600	1	4	0	0	0	1.710123351	0.0	0.0	0.0	0.340582887	0.653896947	0.572092764	1.0	0.813667722	0.942412671	0.977167932	1.0	0.891580329	1.0	9.423428e-07	2.0639467899999982e-05	7.043280499999997e-06
NPY4R	0	4	0	0	0	1.718488081	0.0	0.0	0.0	0.336905234	0.665202204	0.572128752	1.0	0.813667722	0.942412671	0.977167932	1.0	0.891600425	1.0			
RIMS3	0	0	0	0	0	0.0	0.0	0.0	0.0	0.303553775	0.808049123	0.572132333	1.0	0.813667722	0.942412671	0.977167932	1.0	0.891602424	1.0	7.080922000000009e-07	2.3978791000000044e-05	9.928853599999987e-06
SYNGR2	0	0	0	0	0	0.0	0.0	0.0	0.0	0.297929452	0.854592648	0.572187616	1.0	0.813667722	0.942412671	0.977167932	1.0	0.891633291	1.0	1.4188979000000012e-06	3.711985180000025e-05	1.923462170000001e-05
DNAJC13	1	4	0	0	0	1.524448131	0.0	0.0	0.0	0.446989875	0.47004712	0.572193086	1.0	0.813667722	0.942412671	0.977167932	1.0	0.891636345	1.0	4.533745599999996e-06	6.20468184e-05	2.2077498700000006e-05
SERPINE2	0	2	0	0	0	2.280134397	0.0	0.0	0.0	0.312296714	0.760560556	0.572256665	1.0	0.813667722	0.942412671	0.977167932	1.0	0.891671836	1.0	2.1496226999999986e-06	6.111022680000035e-05	3.0539358999999765e-05
EPRS	1	1	0	0	0	0.463012386	0.0	0.0	0.0	0.386993142	0.538714311	0.572274599	1.0	0.813667722	0.942412671	0.977167932	1.0	0.891681846	1.0	2.4048596000000017e-06	3.8390380999999924e-05	1.3044501500000003e-05
PCYT2	0	0	0	0	0	0.0	0.0	0.0	0.0	0.310639662	0.764968389	0.572294461	1.0	0.813667722	0.942412671	0.977167932	1.0	0.891692931	1.0	4.031690799999989e-06	0.00010691058990000171	4.871416029999976e-05
KRT28	0	2	0	0	0	2.249287965	0.0	0.0	0.0	0.319458064	0.727247706	0.572325768	1.0	0.813667722	0.942412671	0.977167932	1.0	0.891710403	1.0	7.532708999999998e-07	1.3978364400000003e-05	6.477083899999986e-06
NR2E1	0	0	0	0	0	0.0	0.0	0.0	0.0	0.308168687	0.779321382	0.572347012	1.0	0.813667722	0.942412671	0.977167932	1.0	0.891722258	1.0	1.0352468999999993e-06	2.524295589999988e-05	1.1376661099999992e-05
CISH	0	2	0	0	0	2.279535103	0.0	0.0	0.0	0.312433662	0.760341448	0.572370571	1.0	0.813667722	0.942412671	0.977167932	1.0	0.891735403	1.0	1.013963699999999e-06	2.0395146899999984e-05	7.798905199999996e-06
IDO2	2	0	0	0	0	0.0	0.0	0.0	0.0	0.308005974	0.7804879	0.572373941	1.0	0.813667722	0.942412671	0.977167932	1.0	0.891737284	1.0	9.108445000000006e-07	2.120037760000005e-05	8.846770100000013e-06
CKB	0	0	0	0	0	0.0	0.0	0.0	0.0	0.306543471	0.789838261	0.572458521	1.0	0.813667722	0.942412671	0.977167932	1.0	0.89178447	1.0	1.3104563000000007e-06	3.105744939999989e-05	1.5058299999999984e-05
MCU	0	0	0	0	0	0.0	0.0	0.0	0.0	0.315958536	0.73856269	0.572461495	1.0	0.813667722	0.942412671	0.977167932	1.0	0.891786129	1.0	3.426900499999996e-06	4.234967219999989e-05	1.5535361900000015e-05
HERPUD2	2	0	0	0	0	0.0	0.0	0.0	0.0	0.315275866	0.741916373	0.572463703	1.0	0.813667722	0.942412671	0.977167932	1.0	0.89178736	1.0	2.2257908000000026e-06	3.184061639999998e-05	1.2396258099999995e-05
CLUAP1	0	0	0	0	0	0.0	0.0	0.0	0.0	0.314792426	0.744260389	0.57247965	1.0	0.813667722	0.942412671	0.977167932	1.0	0.891796256	1.0	4.547043799999997e-06	7.059907160000145e-05	2.851488680000001e-05
LIPI	1	0	0	0	0	0.0	0.0	0.0	0.0	0.306032181	0.79324856	0.572480726	1.0	0.813667722	0.942412671	0.977167932	1.0	0.891796856	1.0	9.549178000000004e-07	2.2501712199999967e-05	8.001006899999996e-06
KLK9	1	0	0	0	0	0.0	0.0	0.0	0.0	0.304054132	0.807361417	0.572630776	1.0	0.813667722	0.942412671	0.977167932	1.0	0.891880531	1.0	1.2325353e-06	3.0669545599999927e-05	1.2100381099999974e-05
RHBDF1	0	1	0	0	0	0.441012226	0.0	0.0	0.0	0.353847591	0.607969199	0.572651473	1.0	0.813667722	0.942412671	0.977167932	1.0	0.891892069	1.0	3.4672451000000027e-06	7.737969280000013e-05	3.2125798599999994e-05
PSMG3	0	1	0	0	0	3.58290419	0.0	0.0	0.0	0.294738735	0.897399049	0.57270448	1.0	0.813667722	0.942412671	0.977167932	1.0	0.891921617	1.0	2.476512000000001e-07	9.679478700000009e-06	5.117787899999987e-06
ANKRD1	0	1	0	0	0	3.469525898	0.0	0.0	0.0	0.305024013	0.804829626	0.572860091	1.0	0.813667722	0.942412671	0.977167932	1.0	0.892008331	1.0	5.458459000000001e-07	9.729253000000022e-06	4.192052700000003e-06
OSBPL7	3	3	0	0	0	1.802391112	0.0	0.0	0.0	0.363900258	0.595772476	0.572877183	1.0	0.813667722	0.942412671	0.977167932	1.0	0.892017853	1.0	3.7627552000000024e-06	7.909233219999925e-05	3.201722879999999e-05
DOCK2	0	4	0	0	0	1.572316785	0.0	0.0	0.0	0.416700228	0.507528976	0.573003033	1.0	0.813667722	0.942412671	0.977167932	1.0	0.892087948	1.0	7.991706899999979e-06	0.00016375053770000084	6.673949580000008e-05
MAGEE2	0	2	0	0	0	2.218904266	0.0	0.0	0.0	0.326742385	0.70096208	0.573164194	1.0	0.813667722	0.942412671	0.977167932	1.0	0.89217767	1.0			
MAGEA3	0	1	0	0	0	3.560695731	0.0	0.0	0.0	0.296702565	0.877435001	0.573165574	1.0	0.813667722	0.942412671	0.977167932	1.0	0.892178438	1.0			
P2RX1	1	0	0	0	0	0.0	0.0	0.0	0.0	0.310963884	0.767373635	0.573210601	1.0	0.813667722	0.942412671	0.977167932	1.0	0.892203498	1.0	7.416866000000001e-07	1.5929920500000008e-05	7.3726065999999955e-06
GPX7	0	1	0	0	0	3.386568637	0.0	0.0	0.0	0.312978518	0.760274761	0.573275995	1.0	0.813667722	0.942412671	0.977167932	1.0	0.892239886	1.0	6.642624000000001e-07	5.574700699999996e-06	2.6160722999999997e-06
OMD	0	2	0	0	0	2.285034714	0.0	0.0	0.0	0.311180114	0.771441559	0.573399301	1.0	0.813667722	0.942412671	0.977167932	1.0	0.892308479	1.0	6.220790999999998e-07	1.0432338299999997e-05	3.6375164999999975e-06
PHB2	0	0	0	0	0	0.0	0.0	0.0	0.0	0.321957953	0.715509735	0.573438385	1.0	0.813667722	0.942412671	0.977167932	1.0	0.892330215	1.0	4.2326368000000004e-06	5.438607419999957e-05	2.1333753299999934e-05
VSTM5	0	0	0	0	0	0.0	0.0	0.0	0.0	0.303882499	0.813251095	0.57345275	1.0	0.813667722	0.942412671	0.977167932	1.0	0.892338203	1.0	2.1053380000000001e-07	5.910256700000012e-06	3.0413706999999985e-06
CEP57L1	0	0	0	0	0	0.0	0.0	0.0	0.0	0.316594895	0.739558647	0.573465831	1.0	0.813667722	0.942412671	0.977167932	1.0	0.892345477	1.0	1.255208460000001e-05	0.00013979958140000404	4.529703850000013e-05
PSMB5	0	0	0	0	0	0.0	0.0	0.0	0.0	0.312071598	0.762443561	0.573467168	1.0	0.813667722	0.942412671	0.977167932	1.0	0.892346221	1.0	1.3579833e-06	2.3951781800000035e-05	9.219414300000002e-06
LGALS13	0	1	0	0	0	3.472721033	0.0	0.0	0.0	0.304725109	0.810191872	0.573470744	1.0	0.813667722	0.942412671	0.977167932	1.0	0.892348209	1.0	5.480929000000001e-07	7.265743800000007e-06	2.984490100000001e-06
PPP3R2	0	0	0	0	0	0.0	0.0	0.0	0.0	0.300301148	0.842083264	0.573491267	1.0	0.813667722	0.942412671	0.977167932	1.0	0.892359621	1.0	1.5304300000000003e-07	4.525293999999995e-06	2.1366573000000008e-06
